file,class,function,signature
firmware/src/error_handler.cpp,ErrorHandler,initialize,void ErrorHandler::initialize()
firmware/src/error_handler.cpp,ErrorHandler,systemHealthy,bool ErrorHandler::systemHealthy()
firmware/src/mode_manager.cpp,ModeManager,ModeManager,ModeManager::ModeManager()
firmware/src/mode_manager.cpp,ModeManager,loadPersistedMode,"bool ModeManager::loadPersistedMode(OperationMode& outMode, uint8_t& outTargetConfig, bool& outByDevice)"
firmware/src/mode_manager.cpp,ModeManager,saveMode,"void ModeManager::saveMode(OperationMode mode, uint8_t targetConfig, bool byDevice)"
firmware/src/mode_manager.cpp,ModeManager,clearPersistedMode,void ModeManager::clearPersistedMode(const char* source)
firmware/src/mode_manager.cpp,ModeManager,getModeChangeCount,uint32_t ModeManager::getModeChangeCount()
firmware/src/mode_manager.cpp,ModeManager,getLastModeChangeUptime,uint32_t ModeManager::getLastModeChangeUptime()
firmware/src/mode_manager.cpp,ModeManager,logModeTransition,"void ModeManager::logModeTransition(OperationMode from, OperationMode to, const char* source)"
firmware/src/mode_manager.cpp,ModeManager,hasPersistedMode,bool ModeManager::hasPersistedMode()
firmware/src/wifi_manager.cpp,WiFiManager,WiFiManager,WiFiManager::WiFiManager()
firmware/src/wifi_manager.cpp,WiFiManager,generateDeviceId,void WiFiManager::generateDeviceId()
firmware/src/wifi_manager.cpp,WiFiManager,getUniqueAPSSID,String WiFiManager::getUniqueAPSSID() const
firmware/src/wifi_manager.cpp,WiFiManager,getUniqueMDNSHostname,String WiFiManager::getUniqueMDNSHostname() const
firmware/src/wifi_manager.cpp,WiFiManager,getDeviceId,String WiFiManager::getDeviceId()
firmware/src/wifi_manager.cpp,,migrateLegacyCredentials,"static bool migrateLegacyCredentials(String& outSsid, String& outPassword)"
firmware/src/wifi_manager.cpp,WiFiManager,hasStoredCredentials,bool WiFiManager::hasStoredCredentials() const
firmware/src/wifi_manager.cpp,WiFiManager,loadCredentials,bool WiFiManager::loadCredentials()
firmware/src/wifi_manager.cpp,WiFiManager,saveCredentials,"bool WiFiManager::saveCredentials(const char* ssid, const char* password)"
firmware/src/wifi_manager.cpp,WiFiManager,clearCredentials,bool WiFiManager::clearCredentials()
firmware/src/wifi_manager.cpp,WiFiManager,autoConnect,bool WiFiManager::autoConnect()
firmware/src/wifi_manager.cpp,WiFiManager,startAP,"bool WiFiManager::startAP(const char* ssid, const char* password)"
firmware/src/wifi_manager.cpp,WiFiManager,startBackgroundAP,void WiFiManager::startBackgroundAP()
firmware/src/wifi_manager.cpp,WiFiManager,startStation,"bool WiFiManager::startStation(const char* ssid, const char* password)"
firmware/src/wifi_manager.cpp,WiFiManager,stop,void WiFiManager::stop()
firmware/src/wifi_manager.cpp,WiFiManager,isConnected,bool WiFiManager::isConnected() const
firmware/src/wifi_manager.cpp,WiFiManager,getIPAddress,IPAddress WiFiManager::getIPAddress() const
firmware/src/wifi_manager.cpp,WiFiManager,getSSID,String WiFiManager::getSSID() const
firmware/src/wifi_manager.cpp,WiFiManager,getRSSI,int8_t WiFiManager::getRSSI() const
firmware/src/wifi_manager.cpp,WiFiManager,update,void WiFiManager::update()
firmware/src/wifi_manager.cpp,WiFiManager,handleDisconnect,void WiFiManager::handleDisconnect()
firmware/src/wifi_manager.cpp,WiFiManager,startMDNS,bool WiFiManager::startMDNS(const char* hostname)
firmware/src/wifi_manager.cpp,WiFiManager,checkAPHealth,bool WiFiManager::checkAPHealth()
firmware/src/utils/channel_hash.cpp,,"ChannelHash::getChannelName",const char* ChannelHash::getChannelName(uint8_t hash)
firmware/src/utils/channel_hash.cpp,,"ChannelHash::calculateHash","uint8_t ChannelHash::calculateHash(const char* name, const uint8_t* psk, size_t pskLen)"
firmware/src/repositories/packet_store.cpp,PacketStore,PacketStore,PacketStore::PacketStore()
firmware/src/repositories/packet_store.cpp,PacketStore,initializeEmptyPacket,void PacketStore::initializeEmptyPacket()
firmware/src/repositories/packet_store.cpp,PacketStore,capturePacket,"bool PacketStore::capturePacket(const uint8_t* data, size_t length, uint8_t configIndex, int16_t rssi, float snr, uint32_t nodeId, uint32_t packetId, uint8_t hopCount, uint32_t destId, uint8_t channel, bool wantAck, bool viaMqtt, uint8_t priority, const char* protocol, const char* decryptedText)"
firmware/src/repositories/packet_store.cpp,PacketStore,getPacket,const CapturedPacket& PacketStore::getPacket(uint8_t index) const
firmware/src/repositories/packet_store.cpp,PacketStore,clear,void PacketStore::clear()
firmware/src/pcap_logger.cpp,PCAPLogger,PCAPLogger,PCAPLogger::PCAPLogger()
firmware/src/pcap_logger.cpp,PCAPLogger,~PCAPLogger,PCAPLogger::~PCAPLogger()
firmware/src/pcap_logger.cpp,PCAPLogger,begin,bool PCAPLogger::begin(const char* filename)
firmware/src/pcap_logger.cpp,PCAPLogger,close,void PCAPLogger::close()
firmware/src/pcap_logger.cpp,PCAPLogger,writeGlobalHeader,bool PCAPLogger::writeGlobalHeader()
firmware/src/pcap_logger.cpp,PCAPLogger,writePacket,"bool PCAPLogger::writePacket(const uint8_t* data, size_t length, uint32_t timestampMs, float rssiDbm, float snrDb, float frequencyMHz, uint8_t spreadingFactor, uint32_t bandwidth, uint8_t codingRate)"
firmware/src/pcap_logger.cpp,PCAPSession,PCAPSession,PCAPSession::PCAPSession()
firmware/src/pcap_logger.cpp,PCAPSession,generateSessionFilename,String PCAPSession::generateSessionFilename()
firmware/src/pcap_logger.cpp,PCAPSession,startSession,bool PCAPSession::startSession(const char* sessionName)
firmware/src/pcap_logger.cpp,PCAPSession,endSession,void PCAPSession::endSession()
firmware/src/pcap_logger.cpp,PCAPSession,logPacket,"bool PCAPSession::logPacket(const uint8_t* data, size_t length, float rssiDbm, float snrDb, float frequencyMHz)"
firmware/src/repositories/device_repository.cpp,DeviceRepository,DeviceRepository,DeviceRepository::DeviceRepository()
firmware/src/repositories/device_repository.cpp,DeviceRepository,setDeviceIdentifier,void DeviceRepository::setDeviceIdentifier(DeviceIdentifierFunc identifier)
firmware/src/repositories/device_repository.cpp,DeviceRepository,initialize,void DeviceRepository::initialize()
firmware/src/repositories/device_repository.cpp,DeviceRepository,clear,void DeviceRepository::clear()
firmware/src/repositories/device_repository.cpp,DeviceRepository,addOrUpdate,"TargetableDevice* DeviceRepository::addOrUpdate(uint32_t nodeId, uint8_t configIndex, float rssi, const char* protocol, const uint8_t* packetData, size_t packetLength, uint8_t hopCount)"
firmware/src/repositories/device_repository.cpp,DeviceRepository,initializeNewDevice,"void DeviceRepository::initializeNewDevice(TargetableDevice* device, uint32_t nodeId, uint8_t configIndex, float rssi, const char* protocol, const uint8_t* packetData, size_t packetLength, uint8_t hopCount)"
firmware/src/repositories/device_repository.cpp,DeviceRepository,updateExistingDevice,"void DeviceRepository::updateExistingDevice(TargetableDevice* device, uint8_t configIndex, float rssi, uint8_t hopCount)"
firmware/src/repositories/device_repository.cpp,DeviceRepository,findByNodeId,TargetableDevice* DeviceRepository::findByNodeId(uint32_t nodeId)
firmware/src/repositories/device_repository.cpp,DeviceRepository,findByNodeId,const TargetableDevice* DeviceRepository::findByNodeId(uint32_t nodeId) const
firmware/src/repositories/device_repository.cpp,DeviceRepository,findIndexByNodeId,uint8_t DeviceRepository::findIndexByNodeId(uint32_t nodeId) const
firmware/src/repositories/device_repository.cpp,DeviceRepository,getByIndex,const TargetableDevice& DeviceRepository::getByIndex(uint8_t index) const
firmware/src/repositories/device_repository.cpp,DeviceRepository,getByIndexMutable,TargetableDevice* DeviceRepository::getByIndexMutable(uint8_t index)
firmware/src/repositories/device_repository.cpp,DeviceRepository,removeByNodeId,bool DeviceRepository::removeByNodeId(uint32_t nodeId)
firmware/src/repositories/device_repository.cpp,DeviceRepository,evictOldestInactive,bool DeviceRepository::evictOldestInactive()
firmware/src/api_security.cpp,APISecurity,begin,void APISecurity::begin()
firmware/src/api_security.cpp,APISecurity,getToken,String APISecurity::getToken()
firmware/src/api_security.cpp,APISecurity,regenerateToken,String APISecurity::regenerateToken()
firmware/src/api_security.cpp,APISecurity,isAuthenticated,bool APISecurity::isAuthenticated(AsyncWebServerRequest* request)
firmware/src/api_security.cpp,APISecurity,sendUnauthorized,void APISecurity::sendUnauthorized(AsyncWebServerRequest* request)
firmware/src/api_security.cpp,APISecurity,isEnabled,bool APISecurity::isEnabled()
firmware/src/api_security.cpp,APISecurity,boundReplayParams,"void APISecurity::boundReplayParams(uint8_t repeatCount, uint16_t delayMs, uint8_t& outRepeatCount, uint16_t& outDelayMs)"
firmware/src/api_security.cpp,APISecurity,loadToken,void APISecurity::loadToken()
firmware/src/api_security.cpp,APISecurity,saveToken,void APISecurity::saveToken(const String& token)
firmware/src/api_security.cpp,APISecurity,generateToken,String APISecurity::generateToken()
firmware/src/api_security.cpp,APISecurity,hashIP,uint32_t APISecurity::hashIP(IPAddress ip)
firmware/src/api_security.cpp,APISecurity,checkRateLimit,bool APISecurity::checkRateLimit(AsyncWebServerRequest* request)
firmware/src/api_security.cpp,APISecurity,sendRateLimited,void APISecurity::sendRateLimited(AsyncWebServerRequest* request)
firmware/src/ui_components.cpp,,displayDeviceList,void displayDeviceList()
firmware/src/ui_components.cpp,,displayDeviceSummary,"void displayDeviceSummary(const TargetableDevice& dev, uint8_t index)"
firmware/src/ui_components.cpp,,displayRFActivityTable,void displayRFActivityTable()
firmware/src/ui_components.cpp,,displayActivitySummary,void displayActivitySummary()
firmware/src/ui_components.cpp,,formatRSSI,String formatRSSI(float rssi)
firmware/src/ui_components.cpp,,formatDuration,String formatDuration(uint32_t seconds)
firmware/src/ui_components.cpp,,getSignalQuality,String getSignalQuality(float rssi)
firmware/src/crash_context.cpp,,"CrashContext::setLastAction",void CrashContext::setLastAction(const char* action)
firmware/src/crash_context.cpp,,"CrashContext::saveState","void CrashContext::saveState(uint8_t mode, uint32_t uptimeSec, uint32_t freeHeap)"
firmware/src/crash_context.cpp,,"CrashContext::saveResetReason","void CrashContext::saveResetReason(esp_reset_reason_t reason, const char* reasonStr)"
firmware/src/crash_context.cpp,,"CrashContext::loadAndReport",void CrashContext::loadAndReport()
firmware/src/crash_context.cpp,,"CrashContext::printResetInfo",void CrashContext::printResetInfo()
firmware/src/web_server.cpp,WebServer,WebServer,WebServer::WebServer()
firmware/src/web_server.cpp,WebServer,begin,"bool WebServer::begin(IReconTool* tool, uint16_t port)"
firmware/src/web_server.cpp,WebServer,stop,void WebServer::stop()
firmware/src/web_server.cpp,WebServer,setupRoutes,void WebServer::setupRoutes()
firmware/src/web_server.cpp,WebServer,setupWebSocket,void WebServer::setupWebSocket()
firmware/src/web_server.cpp,WebServer,serveStaticFiles,void WebServer::serveStaticFiles()
firmware/src/web_server.cpp,WebServer,handleWebSocketEvent,"void WebServer::handleWebSocketEvent(AsyncWebSocket* server, AsyncWebSocketClient* client, AwsEventType type, void* arg, uint8_t* data, size_t len)"
firmware/src/web_server.cpp,WebServer,handleWebSocketMessage,"void WebServer::handleWebSocketMessage(AsyncWebSocketClient* client, uint8_t* data, size_t len)"
firmware/src/web_server.cpp,WebServer,handlePacketEvent,void WebServer::handlePacketEvent(const PacketEvent& evt)
firmware/src/web_server.cpp,WebServer,broadcastAggregatedUpdate,void WebServer::broadcastAggregatedUpdate()
firmware/src/web_server.cpp,WebServer,periodicUpdate,void WebServer::periodicUpdate()
firmware/src/web_server.cpp,WebServer,service,void WebServer::service()
firmware/src/web_server.cpp,WebServer,broadcastDeviceUpdate,void WebServer::broadcastDeviceUpdate(uint32_t nodeId)
firmware/src/web_server.cpp,WebServer,broadcastStatusUpdate,void WebServer::broadcastStatusUpdate()
firmware/src/web_server.cpp,WebServer,getClientCount,size_t WebServer::getClientCount() const
firmware/src/web_server.cpp,WebServer,cleanupWebSocketClients,bool WebServer::cleanupWebSocketClients()
firmware/src/main.cpp,,setup,void setup()
firmware/src/main.cpp,,loop,void loop()
firmware/src/gps_controller.cpp,GpsController,GpsController,GpsController::GpsController()
firmware/src/gps_controller.cpp,GpsController,initialize,bool GpsController::initialize()
firmware/src/gps_controller.cpp,GpsController,update,void GpsController::update()
firmware/src/gps_controller.cpp,GpsController,hasFix,bool GpsController::hasFix()
firmware/src/gps_controller.cpp,GpsController,hasGoodFix,bool GpsController::hasGoodFix()
firmware/src/gps_controller.cpp,GpsController,getLatitude,double GpsController::getLatitude()
firmware/src/gps_controller.cpp,GpsController,getLongitude,double GpsController::getLongitude()
firmware/src/gps_controller.cpp,GpsController,getAltitude,double GpsController::getAltitude()
firmware/src/gps_controller.cpp,GpsController,getSatellites,uint32_t GpsController::getSatellites()
firmware/src/gps_controller.cpp,GpsController,getAge,uint32_t GpsController::getAge()
firmware/src/logger.cpp,Logger,setInstance,void Logger::setInstance(Logger* logger)
firmware/src/logger.cpp,Logger,getInstance,Logger* Logger::getInstance()
firmware/src/logger.cpp,SerialLogger,SerialLogger,SerialLogger::SerialLogger(LogLevel minLevel)
firmware/src/logger.cpp,SerialLogger,debug,"void SerialLogger::debug(const char* format, ...)"
firmware/src/logger.cpp,SerialLogger,info,"void SerialLogger::info(const char* format, ...)"
firmware/src/logger.cpp,SerialLogger,warning,"void SerialLogger::warning(const char* format, ...)"
firmware/src/logger.cpp,SerialLogger,error,"void SerialLogger::error(const char* format, ...)"
firmware/src/logger.cpp,SerialLogger,log,"void SerialLogger::log(LogLevel level, const char* prefix, const char* format, va_list args)"
firmware/src/radio_controller.cpp,,radioISR,void IRAM_ATTR radioISR()
firmware/src/radio_controller.cpp,RadioController,RadioController,RadioController::RadioController()
firmware/src/radio_controller.cpp,RadioController,~RadioController,RadioController::~RadioController()
firmware/src/radio_controller.cpp,RadioController,initialize,bool RadioController::initialize()
firmware/src/radio_controller.cpp,RadioController,shutdown,void RadioController::shutdown()
firmware/src/radio_controller.cpp,RadioController,runDiagnostics,void RadioController::runDiagnostics()
firmware/src/radio_controller.cpp,RadioController,applyConfig,bool RadioController::applyConfig(const ScanConfig& config)
firmware/src/radio_controller.cpp,RadioController,applyProtocolParameters,void RadioController::applyProtocolParameters(const char* /*protocol*/)
firmware/src/radio_controller.cpp,RadioController,setFrequency,bool RadioController::setFrequency(float frequency)
firmware/src/radio_controller.cpp,RadioController,setBandwidth,bool RadioController::setBandwidth(float bandwidth)
firmware/src/radio_controller.cpp,RadioController,setSpreadingFactor,bool RadioController::setSpreadingFactor(uint8_t sf)
firmware/src/radio_controller.cpp,RadioController,setSyncWord,bool RadioController::setSyncWord(uint8_t sw)
firmware/src/radio_controller.cpp,RadioController,pollIrqStatus,void RadioController::pollIrqStatus()
firmware/src/radio_controller.cpp,RadioController,startReceive,bool RadioController::startReceive()
firmware/src/radio_controller.cpp,RadioController,stopReceive,bool RadioController::stopReceive()
firmware/src/radio_controller.cpp,RadioController,hasPacket,bool RadioController::hasPacket() const
firmware/src/radio_controller.cpp,RadioController,readPacket,"int RadioController::readPacket(uint8_t* buffer, size_t maxLength)"
firmware/src/radio_controller.cpp,RadioController,getPacketLength,size_t RadioController::getPacketLength()
firmware/src/radio_controller.cpp,RadioController,getRSSI,float RadioController::getRSSI(bool useCache)
firmware/src/radio_controller.cpp,RadioController,getSNR,float RadioController::getSNR(bool useCache)
firmware/src/radio_controller.cpp,RadioController,setOutputPower,void RadioController::setOutputPower(int dBm)
firmware/src/user_interface.cpp,,waitForSerialInput,static bool waitForSerialInput(uint32_t timeoutMs = SERIAL_INPUT_TIMEOUT_MS)
firmware/src/user_interface.cpp,,showDeviceTypeSummary,void showDeviceTypeSummary()
firmware/src/user_interface.cpp,,showSecurityAssessment,void showSecurityAssessment()
firmware/src/user_interface.cpp,,showActivityDetails,void showActivityDetails()
firmware/src/user_interface.cpp,,showReconResults,void showReconResults()
firmware/src/user_interface.cpp,,printStats,void printStats()
firmware/src/user_interface.cpp,,displayWelcomeMessage,void displayWelcomeMessage()
firmware/src/user_interface.cpp,,displayReconStartMessage,void displayReconStartMessage()
firmware/src/user_interface.cpp,,showFrequencyTargetingMenu,void showFrequencyTargetingMenu()
firmware/src/user_interface.cpp,,handleFrequencyTargetingInput,void handleFrequencyTargetingInput()
firmware/src/user_interface.cpp,,startFrequencyTargeting,void startFrequencyTargeting(uint8_t configIndex)
firmware/src/utils/pmu_controller.cpp,,"PMUController::initialize",bool PMUController::initialize()
firmware/src/utils/pmu_controller.cpp,,"PMUController::getBatteryVoltage",float PMUController::getBatteryVoltage()
firmware/src/utils/pmu_controller.cpp,,"PMUController::isCharging",bool PMUController::isCharging()
firmware/src/utils/pmu_controller.cpp,,"PMUController::getBatteryPercent",uint8_t PMUController::getBatteryPercent()
firmware/src/utils/pmu_controller.cpp,,"PMUController::shutdown",void PMUController::shutdown()
firmware/src/protocol_analyzer.cpp,ProtocolAnalyzer,analyze,"PacketInfo ProtocolAnalyzer::analyze(const uint8_t* data, size_t length, float rssi)"
firmware/src/protocol_analyzer.cpp,ProtocolAnalyzer,identifyProtocol,"const char* ProtocolAnalyzer::identifyProtocol(const uint8_t* data, size_t length)"
firmware/src/protocol_analyzer.cpp,ProtocolAnalyzer,extractNodeId,"uint32_t ProtocolAnalyzer::extractNodeId(const uint8_t* data, size_t length, const char* protocol)"
firmware/src/protocol_analyzer.cpp,ProtocolAnalyzer,extractPacketId,"uint32_t ProtocolAnalyzer::extractPacketId(const uint8_t* data, size_t length, const char* protocol)"
firmware/src/protocol_analyzer.cpp,ProtocolAnalyzer,extractHopCount,"uint8_t ProtocolAnalyzer::extractHopCount(const uint8_t* data, size_t length, const char* protocol)"
firmware/src/protocol_analyzer.cpp,ProtocolAnalyzer,extractDestId,"uint32_t ProtocolAnalyzer::extractDestId(const uint8_t* data, size_t length, const char* protocol)"
firmware/src/protocol_analyzer.cpp,ProtocolAnalyzer,extractChannel,"uint8_t ProtocolAnalyzer::extractChannel(const uint8_t* data, size_t length, const char* protocol)"
